stock_code,transaction_date,window_id,c_p,c_i,c_d,eps,capital_ch,capital_q,capital_retail,capital_mix,noise_ratio,explain_ratio,capital_anchor_error,closure_error
000004.SZ,20260709,0,0.0,0.0,0.0,-0.025,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.00e+00
000004.SZ,20260709,1,-0.016972,0.016594,0.0,0.000379,0.0,-0.016972,-0.0,-0.016972,37880.418156,0.0,0.0,0.00e+00
000004.SZ,20260709,2,-0.026682,0.000189,0.008044,0.018449,0.0,-0.026682,-0.0,-0.026682,1844892.356807,0.0,0.0,0.00e+00
000004.SZ,20260709,3,0.046615,0.009224,0.0,0.021084,0.0,0.046615,0.0,0.046615,0.27409,0.72591,0.0,0.00e+00
000004.SZ,20260709,4,0.063884,-0.078981,0.021408,-0.006312,0.0,0.063884,0.0,0.063884,631234.881959,0.0,0.0,0.00e+00
000004.SZ,20260709,5,0.024,-0.003156,-0.023809,0.002966,0.0,0.024,0.0,0.024,296562.500644,0.0,0.0,0.00e+00
000004.SZ,20260709,6,0.000126,0.001483,0.0,-0.001609,0.0,0.000126,0.0,0.000126,160924.670274,0.0,0.0,0.00e+00
000004.SZ,20260709,7,-0.023589,-0.000805,0.0,0.000584,0.0,-0.023589,-0.0,-0.023589,0.024543,0.975457,0.0,0.00e+00
000004.SZ,20260709,8,-0.009044,0.026995,-0.009423,-0.008528,0.0,-0.009044,-0.0,-0.009044,852804.575478,0.0,0.0,0.00e+00
000004.SZ,20260709,9,2.9e-05,-0.004264,0.008877,-0.004642,0.0,2.9e-05,0.0,2.9e-05,464208.779149,0.0,0.0,0.00e+00
000004.SZ,20260709,10,0.021053,-0.002321,0.0,0.005659,0.0,0.021053,0.0,0.021053,0.232004,0.767996,0.0,0.00e+00
000004.SZ,20260709,11,0.016603,-0.024508,0.009098,-0.001194,0.0,0.016603,0.0,0.016603,119427.237429,0.0,0.0,0.00e+00
000004.SZ,20260709,12,0.008752,-0.000597,-0.009072,0.000918,0.0,0.008752,0.0,0.008752,91804.893089,0.0,0.0,0.00e+00
000004.SZ,20260709,13,0.000346,0.000459,0.0,-0.000805,0.0,0.000346,0.0,0.000346,80486.787878,0.0,0.0,0.00e+00
000004.SZ,20260709,14,0.000395,-0.000402,0.0,8e-06,0.0,0.000395,0.0,0.000395,778.703053,0.0,0.0,0.00e+00
000004.SZ,20260709,15,0.000124,4e-06,0.0,-0.000128,0.0,0.000124,0.0,0.000124,12836.39429,0.0,0.0,0.00e+00
000004.SZ,20260709,16,0.000102,-6.4e-05,0.0,-3.7e-05,0.0,0.000102,0.0,0.000102,3738.699701,0.0,0.0,0.00e+00
000004.SZ,20260709,17,1.2e-05,-1.9e-05,0.0,7e-06,0.0,1.2e-05,0.0,1.2e-05,697.794558,0.0,0.0,0.00e+00
000004.SZ,20260709,18,2.8e-05,3e-06,0.0,-3.1e-05,0.0,2.8e-05,0.0,2.8e-05,3122.067406,0.0,0.0,0.00e+00
000004.SZ,20260709,19,8e-06,-1.6e-05,0.0,8e-06,0.0,8e-06,0.0,8e-06,754.363435,0.0,0.0,0.00e+00
000004.SZ,20260709,20,-0.0,4e-06,0.0,-3e-06,0.0,-0.0,-0.0,-0.0,346.208409,0.0,0.0,0.00e+00
000004.SZ,20260709,21,-0.0,-2e-06,0.0,2e-06,0.0,-0.0,-0.0,-0.0,177.694141,0.0,0.0,0.00e+00
000004.SZ,20260709,22,-0.0,1e-06,0.0,-1e-06,0.0,-0.0,-0.0,-0.0,86.42947,0.0,0.0,0.00e+00
000004.SZ,20260709,23,-0.0,-0.0,0.0,1e-06,0.0,-0.0,-0.0,-0.0,54.041378,0.0,0.0,0.00e+00
000004.SZ,20260709,24,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,26.898057,0.0,0.0,0.00e+00
000004.SZ,20260709,25,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,16.747826,0.0,0.0,0.00e+00
000004.SZ,20260709,26,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,4.870145,0.0,0.0,0.00e+00
000004.SZ,20260709,27,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,12.753669,0.0,0.0,0.00e+00
000004.SZ,20260709,28,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,15.907129,0.0,0.0,0.00e+00
000004.SZ,20260709,29,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.908139,0.0,0.0,0.00e+00
000004.SZ,20260709,30,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,2.5052,0.0,0.0,0.00e+00
000004.SZ,20260709,31,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,2.794252,0.0,0.0,0.00e+00
000004.SZ,20260709,32,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3.893564,0.0,0.0,0.00e+00
000004.SZ,20260709,33,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.31753,0.68247,0.0,0.00e+00
